X	Y	Z
1.379553	1.1529273	1.0
-1.276277	0.058398787	1.0
0.37041003	1.6314731	1.0
0.077401248	-0.51374793	-1.0
0.14935712	-0.17776873	-1.0
0.44499333	-0.0090786031	-1.0
-0.40492711	-0.7228658	-1.0
-1.8406682	-0.23621656	1.0
-0.24007937	0.3082751	-1.0
-0.0061785041	-0.91760161	-1.0
1.2664818	-1.5220006	1.0
0.86059169	-0.068675856	-1.0
1.1960539	-0.86508616	1.0
0.36318681	1.8503872	1.0
-0.89553564	1.6261755	1.0
0.35973832	-0.43353287	-1.0
1.1891028	-0.39818679	1.0
-1.0285003	0.21326249	1.0
-0.12200718	0.31600668	-1.0
1.2238535	1.1824414	1.0
0.17619217	-0.73284158	-1.0
-0.14714697	-0.18782227	-1.0
0.89741651	0.044767667	-1.0
-0.54468953	-1.2438718	1.0
-0.96620082	-0.42340006	1.0
0.45636922	-0.77739162	-1.0
1.2326154	-0.10342154	1.0
0.022862146	1.9265997	1.0
1.9033204	-0.40524042	1.0
-1.3561308	0.52835183	1.0
0.12348581	1.4490393	1.0
-1.2306387	-1.151028	1.0
0.65779887	-0.33670678	-1.0
-1.6641097	-0.54740954	1.0
0.32107667	0.80432054	-1.0
0.95241378	-1.0153578	1.0
0.50029662	-0.04504482	-1.0
0.076496709	1.7250923	1.0
1.174594	0.44785962	1.0
0.48520428	-0.31087035	-1.0
0.24785903	1.41404	1.0
0.50376509	0.23834426	-1.0
1.6357353	-0.92582405	1.0
-1.8316813	-0.6214197	1.0
-0.82614174	0.47657669	-1.0
-0.054054192	0.17790268	-1.0
-0.74721582	-0.037222296	-1.0
0.13417863	1.4709344	1.0
-1.5209808	-0.69427055	1.0
-0.011479741	-1.2347298	1.0
0.11423744	-0.88977771	-1.0
0.31153403	-0.90639303	-1.0
-0.98851779	0.075164462	-1.0
0.69140467	0.6555726	-1.0
-0.66103622	0.37113694	-1.0
-0.17604827	0.66559066	-1.0
-1.5682078	-0.5962422	1.0
0.89064837	-0.33486981	-1.0
-0.78408356	0.95854432	1.0
0.31980387	0.56465309	-1.0
1.4452287	0.56546547	1.0
-1.7311082	-0.30774961	1.0
1.1663762	0.68078587	1.0
-0.43773914	-1.8574176	1.0
-1.7867239	-0.068864068	1.0
-0.57374536	-0.20520728	-1.0
-0.45061744	0.58128799	-1.0
-0.5988892	-0.44062876	-1.0
1.0394477	-0.79867834	1.0
-1.6570541	-0.088394846	1.0
-1.8661432	0.43493287	1.0
0.30528323	0.57749733	-1.0
-0.32009526	-1.8753192	1.0
-0.70248647	-0.76350604	1.0
-0.23056821	0.49035951	-1.0
0.54837574	-0.45872162	-1.0
0.79440642	1.1090763	1.0
-1.5204162	-0.54981622	1.0
-1.2381498	-0.41497081	1.0
1.4939392	-0.67155938	1.0
0.42561768	0.58155087	-1.0
0.31054327	0.62442613	-1.0
1.3170947	-0.87993013	1.0
-0.58688672	-0.017338619	-1.0
0.90390632	0.55930866	1.0
1.0265574	0.93264525	1.0
0.75083104	1.4229872	1.0
0.46600319	0.73260987	-1.0
0.22105347	0.58223364	-1.0
0.58857744	1.818687	1.0
0.76864337	-0.92914696	1.0
-1.3665363	-1.2693546	1.0
0.88625404	0.049829786	-1.0
0.085461754	-0.78383162	-1.0
-1.5561621	-1.1630056	1.0
0.0056199487	-0.79785513	-1.0
-0.55745553	-0.84332689	1.0
-0.66443242	0.66081167	-1.0
-1.5060716	0.30647286	1.0
-0.60924602	-1.1444749	1.0
-0.59162245	0.43429271	-1.0
0.90412625	-0.20216222	-1.0
-1.2771543	-0.40160896	1.0
0.094652757	-0.89472429	-1.0
-1.9865006	-0.15822177	1.0
1.7155377	0.15979648	1.0
0.059983106	0.45646708	-1.0
-0.4283333	0.31954166	-1.0
0.027576303	0.97911892	-1.0
-0.11827617	1.6454238	1.0
0.085186757	0.11235368	-1.0
-0.59638988	-1.2960196	1.0
0.06846851	0.82797339	-1.0
-0.54757883	-0.21891388	-1.0
-0.1436109	0.80536253	-1.0
0.50371934	-0.59379819	-1.0
-1.2709818	-0.86691144	1.0
1.8314099	0.13359865	1.0
0.53197488	-0.16866222	-1.0
0.031516219	-0.14328829	-1.0
-1.1082177	-0.65250307	1.0
-0.62180096	1.5417451	1.0
-1.8321067	-0.68924814	1.0
-0.54253635	0.52852039	-1.0
-0.9731749	0.70755827	1.0
1.8340286	0.32260414	1.0
0.35907708	0.35795663	-1.0
0.23634124	1.2087109	1.0
0.22778311	-0.82538317	-1.0
-0.96010656	-0.96156837	1.0
-0.4487467	-0.80184559	-1.0
0.71319975	1.646263	1.0
-1.7848741	0.27018912	1.0
-0.36450101	0.66030069	-1.0
-0.084695145	1.4606629	1.0
1.0797439	1.6099272	1.0
-0.3784378	0.13325266	-1.0
-0.83444318	-0.99821337	1.0
-0.95294058	0.90813228	1.0
0.6676828	0.045751547	-1.0
0.53224396	-1.3766573	1.0
0.95287203	-0.15458336	-1.0
0.033867986	-0.61562499	-1.0
1.5563971	-0.67996096	1.0
0.13976581	-0.47770118	-1.0
-1.4320147	-1.146402	1.0
1.6002847	-0.22385327	1.0
-0.81464537	-0.12324147	-1.0
1.8939478	0.32636476	1.0
-0.17391049	-0.80033989	-1.0
0.51667317	-0.057071003	-1.0
-0.94859464	-1.5346959	1.0
0.0943013	-0.61001917	-1.0
0.14466117	-1.1375123	1.0
-0.35817027	-0.19253118	-1.0
-0.51696152	-0.69590129	-1.0
1.5845299	-1.0738969	1.0
1.5101085	-0.88138696	1.0
-0.64138583	-0.077000149	-1.0
0.38107507	0.77369739	-1.0
1.3512342	-0.97160693	1.0
-0.50197325	-0.21970707	-1.0
-0.60478903	0.69142654	-1.0
0.068567309	0.59377461	-1.0
-0.30132555	0.41933473	-1.0
-0.24837875	-0.25423909	-1.0
-0.71323702	-0.42391769	-1.0
-0.82896538	0.39689547	-1.0
0.030822032	0.16228748	-1.0
0.87698449	0.2235786	-1.0
-0.35976825	0.71563469	-1.0
-0.60222687	0.16531942	-1.0
-0.50536648	-0.75612181	-1.0
0.17927737	0.71182209	-1.0
-0.63885226	-0.076966121	-1.0
-0.75254265	1.2117193	1.0
-1.0350459	0.23044573	1.0
-0.11354632	-0.97811195	-1.0
0.58016302	-0.79884369	-1.0
-0.2373244	-0.88855423	-1.0
1.3471195	0.59880424	1.0
0.078565698	1.2607942	1.0
0.2819075	0.91845125	-1.0
0.73001979	-0.70476239	1.0
0.84478642	1.7374563	1.0
1.8333991	0.16829609	1.0
1.09811	0.63584341	1.0
-0.014587005	-0.86644657	-1.0
0.4768204	-1.4409813	1.0
-0.22764167	-0.26898436	-1.0
0.67791928	-0.4824397	-1.0
-0.016755243	0.78511421	-1.0
-0.2601718	0.15700073	-1.0
-0.24286575	0.38068682	-1.0
0.77181546	0.3114139	-1.0
-0.10403202	-1.2430327	1.0
-0.26123005	1.3261102	1.0
1.1764059	-0.44453625	1.0
0.50918617	-1.3472079	1.0
0.79338744	1.806181	1.0
-1.394147	0.44931203	1.0
-0.51931497	0.1037109	-1.0
0.34946136	0.91053311	-1.0
-0.01331375	1.7610854	1.0
0.61857623	-0.61933419	-1.0
0.47698236	0.61865066	-1.0
-1.3988276	0.91320694	1.0
1.8006398	-0.51835294	1.0
-1.3225463	0.79714179	1.0
0.21138528	-1.9876815	1.0
-0.16716289	0.20983529	-1.0
-0.29770901	-0.14278693	-1.0
-0.3328382	0.68342955	-1.0
0.78437929	-1.1378867	1.0
1.0552667	0.29812791	1.0
0.025087201	-0.92703753	-1.0
-1.7203351	0.24016744	1.0
-1.516283	-1.1826025	1.0
-0.4559293	-0.047984158	-1.0
-1.6307783	0.39522238	1.0
-0.41876245	-1.4733804	1.0
-0.10513957	-0.78655145	-1.0
0.45295491	0.16675167	-1.0
-0.10322739	-0.48721419	-1.0
-0.68487358	-1.5272246	1.0
0.058946512	0.87675729	-1.0
0.59418441	0.74183853	-1.0
-0.59116041	-0.79014647	-1.0
0.92627335	0.19137486	-1.0
-0.95367177	-0.34008733	1.0
1.9579712	0.16546827	1.0
0.13728717	-0.77657685	-1.0
0.18027281	0.18303521	-1.0
-0.41317387	1.8623785	1.0
0.30984916	-0.048376973	-1.0
-0.46617521	0.71502891	-1.0
-1.1027657	0.81488444	1.0
0.142838	0.62268299	-1.0
0.22108882	0.3074781	-1.0
0.45920207	-0.95326452	1.0
1.4195678	0.48593666	1.0
0.45863685	-0.77250077	-1.0
0.45022601	-1.2266786	1.0
0.22961908	0.52118858	-1.0
1.393701	-1.0819139	1.0
0.56925672	-0.83180309	1.0
0.56565957	-0.71335479	-1.0
0.80701577	-1.733097	1.0
-0.85061447	0.41514003	-1.0
1.4011208	-1.4055715	1.0
-0.92696818	-0.35964725	-1.0
-1.2471703	1.1746495	1.0
0.8511615	-1.6741749	1.0
0.56020772	-0.037578028	-1.0
-0.28531571	-0.22269214	-1.0
0.05282734	0.0089218354	-1.0
-0.62492293	0.43499029	-1.0
-0.55860357	0.17440231	-1.0
-1.8339519	0.23475494	1.0
-0.40910218	-0.52799776	-1.0
0.04539514	0.31607996	-1.0
-0.43300287	-0.30280718	-1.0
0.67387378	0.53993641	-1.0
-0.38131211	0.16413891	-1.0
-0.99995575	-0.67307555	1.0
0.36746148	-0.019999139	-1.0
-0.14539464	0.95203413	-1.0
1.2358787	0.25710346	1.0
-0.19238293	-1.1710373	1.0
1.598749	-0.54441226	1.0
-0.44068744	0.85205698	-1.0
-1.5208195	1.2252321	1.0
0.93389404	1.2971841	1.0
-1.3625906	1.1067579	1.0
-0.104621	-0.19750419	-1.0
0.28056964	0.35982651	-1.0
0.28388488	-1.4779658	1.0
1.0288209	1.1289695	1.0
-0.57831953	-0.29110313	-1.0
-0.61582075	-0.95134934	1.0
-0.60244894	0.23926753	-1.0
0.17310213	0.048566642	-1.0
-1.29925	-0.56761554	1.0
-0.14546671	0.57248387	-1.0
-1.2716251	-0.34186504	1.0
0.85934587	-0.130337	-1.0
-1.7258758	0.75130173	1.0
0.18118547	0.078908874	-1.0
0.31105227	1.2682584	1.0
0.14352941	-1.9439307	1.0
0.17920312	0.94860862	-1.0
1.6295266	0.95381768	1.0
0.89031662	-1.2265411	1.0
0.96718303	0.25855396	1.0
1.297337	-0.24857386	1.0
0.92660517	-0.45335499	1.0
0.35783995	-1.0980381	1.0
-0.36772979	-0.29969111	-1.0
-1.3131663	-0.73524962	1.0
1.6194641	0.38315412	1.0
0.22337287	-0.69076962	-1.0
0.18060973	-0.32658303	-1.0
-0.7346135	0.56910883	-1.0
-1.5458005	0.8800062	1.0
-0.75740005	-0.02151199	-1.0
0.11245327	-0.64507599	-1.0
-0.92488272	-0.23529723	-1.0
-1.0018659	0.54494836	1.0
-0.26086252	-0.508523	-1.0
-1.1884941	-1.1950144	1.0
0.53012256	-1.3236267	1.0
0.85367411	0.69718818	1.0
0.51224439	0.72135643	-1.0
-1.7221756	-0.26373973	1.0
-0.77365969	0.25543166	-1.0
-0.96951904	0.011845077	-1.0
-0.89597593	-0.019760279	-1.0
-0.67303366	0.22953836	-1.0
-0.0055050125	0.53449841	-1.0
-0.10791713	-0.85820717	-1.0
0.60157622	1.4806092	1.0
-0.18828685	-0.5309727	-1.0
-1.4412732	-1.3385202	1.0
1.8659829	-0.64899427	1.0
0.044453778	0.73269407	-1.0
1.2253882	0.027373866	1.0
0.34577146	-0.56046271	-1.0
-0.90727342	0.029407637	-1.0
-0.068441139	0.58138173	-1.0
0.8540616	-1.3487676	1.0
0.76158499	-0.88786524	1.0
-1.6945989	0.81307071	1.0
-0.21431605	-0.77987562	-1.0
0.34533387	-0.014197456	-1.0
0.55064921	0.33735361	-1.0
0.94216174	-0.3601714	1.0
-0.30791579	-1.035511	1.0
0.10708258	1.7319305	1.0
0.33959794	-1.0528036	1.0
-1.1962826	-0.57221699	1.0
-0.78163533	0.14611477	-1.0
0.060060199	-0.34933387	-1.0
-0.69418308	0.68239196	-1.0
1.5041346	-0.58447944	1.0
0.11659152	1.9477336	1.0
0.45688384	-1.6967014	1.0
1.6494282	-0.71028238	1.0
-0.9132372	-0.93549458	1.0
-0.029740422	0.82351949	-1.0
-0.75664307	-0.21040346	-1.0
-0.498454	1.6788117	1.0
0.22044528	-1.6054025	1.0
0.23203674	-0.61175987	-1.0
-0.4153572	1.2612663	1.0
-1.4329679	-0.082378118	1.0
0.25034608	0.48955021	-1.0
-1.5257377	-0.35114854	1.0
0.3283099	-0.17131363	-1.0
-0.085237032	-1.7797429	1.0
-0.20043122	0.90673788	-1.0
0.84335178	-1.1979398	1.0
-0.97834399	0.29508374	1.0
0.050524342	0.15383712	-1.0
0.96259521	-1.0561812	1.0
1.3076832	-1.050705	1.0
-1.4324928	-1.0606092	1.0
-0.21092894	0.0078013002	-1.0
-0.21291888	-0.37855297	-1.0
-0.84486954	-1.0677394	1.0
-0.70087342	-0.74497451	1.0
-0.02328809	-0.6703505	-1.0
-0.43530491	-0.8539573	-1.0
-0.17126365	-0.45203418	-1.0
1.4013712	-0.56792976	1.0
1.6573077	-0.15198855	1.0
0.14941549	-1.5613863	1.0
0.78340025	-0.60005632	-1.0
1.4385581	-0.76007298	1.0
-0.34238247	-0.63625898	-1.0
-1.9001072	-0.40855468	1.0
-0.78218044	0.51787262	-1.0
-1.6138315	0.0066812725	1.0
-0.052113927	1.8022862	1.0
0.3881528	-1.0217985	1.0
0.0054026883	1.5988695	1.0
0.93416967	1.3068598	1.0
-0.26328995	-0.92912532	-1.0
-1.0514594	-0.3669006	1.0
0.81664648	-0.90157911	1.0
0.46965828	-0.19115279	-1.0
0.13594581	0.74827024	-1.0
-0.077449392	-1.970965	1.0
-0.82681657	0.11485868	-1.0
1.9151186	-0.025460075	1.0
0.63699556	1.1953878	1.0
0.76545378	0.025210045	-1.0
0.30670572	-0.77481079	-1.0
0.25079018	0.91958656	-1.0
-0.089503417	-0.17044115	-1.0
1.9638435	-0.23933273	1.0
0.58553019	-0.049516207	-1.0
0.063166747	0.15593733	-1.0
0.45414587	-0.56697987	-1.0
0.36649624	-0.68555889	-1.0
1.9542619	0.19022963	1.0
-1.2338434	-1.1299785	1.0
0.38154694	-0.47382078	-1.0
1.6709033	0.55583313	1.0
1.3915103	-0.16327364	1.0
0.33287085	1.4660074	1.0
0.68209751	-0.51943138	-1.0
-1.214644	0.99308695	1.0
0.46308022	0.63679858	-1.0
-0.39329853	0.12307189	-1.0
-0.65618674	-0.52243272	-1.0
-0.90934434	-0.32020322	-1.0
1.3469135	0.79430031	1.0
-0.5840758	0.33006394	-1.0
-1.4267548	1.0974256	1.0
-1.4896364	0.36457267	1.0
-1.1707148	-0.17043557	1.0
0.0017252505	-0.43980826	-1.0
-0.87639121	-1.2695703	1.0
0.56365198	0.19494004	-1.0
-0.12188938	0.061565149	-1.0
-0.78596655	0.82497168	1.0
-0.47300175	-1.2395913	1.0
0.23301896	0.53968777	-1.0
0.47033904	-0.014626224	-1.0
0.73240051	0.21201042	-1.0
0.36202112	1.045531	1.0
-0.6544792	-0.61140662	-1.0
-0.31777111	0.29436915	-1.0
1.6907727	0.54228459	1.0
0.60113253	-1.6027206	1.0
0.74946975	0.38895253	-1.0
-0.12271492	-1.2630291	1.0
0.34050824	0.66539009	-1.0
-1.0867912	-1.6157241	1.0
-0.47890022	0.49779068	-1.0
-0.56355829	1.1326731	1.0
-0.49203381	0.31819644	-1.0
-0.37085579	0.073971695	-1.0
1.4654744	-1.0543229	1.0
0.56582483	0.050232018	-1.0
0.10588625	-0.10544444	-1.0
-0.036171869	1.3598989	1.0
-0.26752112	0.82192098	-1.0
-1.6585489	0.93230097	1.0
1.0580796	-1.3776377	1.0
-0.54700464	-0.54246412	-1.0
-1.5165108	0.67112893	1.0
